sample_id,image_path,oil_present,oil_thickness_mm
314,sar_train_0314.png,1,3.0
315,sar_train_0315.png,1,2.54
316,sar_train_0316.png,0,0.0
317,sar_train_0317.png,1,1.21
318,sar_train_0318.png,1,1.86
319,sar_train_0319.png,1,3.53
320,sar_train_0320.png,1,3.73
321,sar_train_0321.png,0,0.0
322,sar_train_0322.png,1,1.27
323,sar_train_0323.png,1,4.04
324,sar_train_0324.png,0,0.0
325,sar_train_0325.png,0,0.0
326,sar_train_0326.png,1,1.92
327,sar_train_0327.png,1,3.05
328,sar_train_0328.png,1,3.36
329,sar_train_0329.png,0,0.0
330,sar_train_0330.png,1,3.56
331,sar_train_0331.png,1,4.02
332,sar_train_0332.png,0,0.0
333,sar_train_0333.png,1,1.86
334,sar_train_0334.png,0,0.0
335,sar_train_0335.png,1,3.72
336,sar_train_0336.png,1,1.25
337,sar_train_0337.png,1,3.2
338,sar_train_0338.png,1,3.32
339,sar_train_0339.png,0,0.0
340,sar_train_0340.png,0,0.0
341,sar_train_0341.png,0,0.0
342,sar_train_0342.png,0,0.0
343,sar_train_0343.png,0,0.0
344,sar_train_0344.png,1,3.1
345,sar_train_0345.png,0,0.0
346,sar_train_0346.png,1,1.66
347,sar_train_0347.png,1,3.77
348,sar_train_0348.png,1,1.37
349,sar_train_0349.png,0,0.0
350,sar_train_0350.png,1,0.98
351,sar_train_0351.png,0,0.0
352,sar_train_0352.png,1,3.24
353,sar_train_0353.png,1,2.42
354,sar_train_0354.png,1,3.69
355,sar_train_0355.png,0,0.0
356,sar_train_0356.png,1,2.1
357,sar_train_0357.png,1,1.37
358,sar_train_0358.png,0,0.0
359,sar_train_0359.png,1,3.64
360,sar_train_0360.png,0,0.0
361,sar_train_0361.png,0,0.0
362,sar_train_0362.png,0,0.0
363,sar_train_0363.png,0,0.0
364,sar_train_0364.png,0,0.0
365,sar_train_0365.png,0,0.0
366,sar_train_0366.png,1,2.67
367,sar_train_0367.png,0,0.0
368,sar_train_0368.png,1,1.44
369,sar_train_0369.png,0,0.0
370,sar_train_0370.png,1,3.25
371,sar_train_0371.png,1,2.54
372,sar_train_0372.png,1,2.85
373,sar_train_0373.png,1,2.37
374,sar_train_0374.png,1,3.62
375,sar_train_0375.png,0,0.0
376,sar_train_0376.png,0,0.0
377,sar_train_0377.png,1,3.62
378,sar_train_0378.png,0,0.0
379,sar_train_0379.png,1,3.21
380,sar_train_0380.png,0,0.0
381,sar_train_0381.png,1,1.16
382,sar_train_0382.png,0,0.0
383,sar_train_0383.png,1,3.65
384,sar_train_0384.png,1,3.08
385,sar_train_0385.png,1,3.17
386,sar_train_0386.png,0,0.0
387,sar_train_0387.png,0,0.0
388,sar_train_0388.png,0,0.0
389,sar_train_0389.png,0,0.0
390,sar_train_0390.png,1,2.03
391,sar_train_0391.png,1,3.79
392,sar_train_0392.png,1,3.27
393,sar_train_0393.png,0,0.0
394,sar_train_0394.png,1,1.18
395,sar_train_0395.png,0,0.0
396,sar_train_0396.png,1,2.19
397,sar_train_0397.png,1,3.81
398,sar_train_0398.png,1,0.96
399,sar_train_0399.png,0,0.0
400,sar_train_0400.png,1,4.07
401,sar_train_0401.png,0,0.0
402,sar_train_0402.png,0,0.0
403,sar_train_0403.png,1,3.11
404,sar_train_0404.png,0,0.0
405,sar_train_0405.png,1,2.95
406,sar_train_0406.png,0,0.0
407,sar_train_0407.png,1,1.72
408,sar_train_0408.png,1,1.65
409,sar_train_0409.png,0,0.0
410,sar_train_0410.png,1,4.0
411,sar_train_0411.png,1,1.81
412,sar_train_0412.png,1,3.44
413,sar_train_0413.png,0,0.0
414,sar_train_0414.png,1,2.14
415,sar_train_0415.png,1,1.27
416,sar_train_0416.png,0,0.0
417,sar_train_0417.png,0,0.0
418,sar_train_0418.png,1,0.84
419,sar_train_0419.png,0,0.0
420,sar_train_0420.png,0,0.0
421,sar_train_0421.png,1,2.65
422,sar_train_0422.png,0,0.0
423,sar_train_0423.png,1,4.12
424,sar_train_0424.png,0,0.0
425,sar_train_0425.png,1,2.06
426,sar_train_0426.png,1,2.01
427,sar_train_0427.png,1,1.97
428,sar_train_0428.png,0,0.0
429,sar_train_0429.png,0,0.0
430,sar_train_0430.png,0,0.0
431,sar_train_0431.png,1,2.57
432,sar_train_0432.png,1,2.3
433,sar_train_0433.png,0,0.0
434,sar_train_0434.png,1,3.79
435,sar_train_0435.png,0,0.0
436,sar_train_0436.png,1,2.52
437,sar_train_0437.png,0,0.0
438,sar_train_0438.png,1,2.53
439,sar_train_0439.png,0,0.0
440,sar_train_0440.png,1,1.27
441,sar_train_0441.png,1,4.14
442,sar_train_0442.png,0,0.0
443,sar_train_0443.png,0,0.0
444,sar_train_0444.png,1,1.65
445,sar_train_0445.png,0,0.0
446,sar_train_0446.png,1,1.05
447,sar_train_0447.png,1,3.05
448,sar_train_0448.png,1,2.82
449,sar_train_0449.png,1,2.21
450,sar_train_0450.png,0,0.0
451,sar_train_0451.png,0,0.0
452,sar_train_0452.png,1,2.24
453,sar_train_0453.png,0,0.0
454,sar_train_0454.png,0,0.0
455,sar_train_0455.png,1,3.47
456,sar_train_0456.png,0,0.0
457,sar_train_0457.png,1,1.47
458,sar_train_0458.png,1,3.59
459,sar_train_0459.png,1,3.01
460,sar_train_0460.png,0,0.0
461,sar_train_0461.png,1,2.22
462,sar_train_0462.png,0,0.0
463,sar_train_0463.png,0,0.0
464,sar_train_0464.png,1,2.36
465,sar_train_0465.png,1,1.67
466,sar_train_0466.png,1,3.36
467,sar_train_0467.png,0,0.0
468,sar_train_0468.png,0,0.0
469,sar_train_0469.png,1,2.54
470,sar_train_0470.png,1,1.89
471,sar_train_0471.png,0,0.0
472,sar_train_0472.png,0,0.0
473,sar_train_0473.png,1,2.83
474,sar_train_0474.png,1,4.19
475,sar_train_0475.png,0,0.0
476,sar_train_0476.png,1,2.28
477,sar_train_0477.png,1,3.93
478,sar_train_0478.png,1,1.97
479,sar_train_0479.png,1,0.99
480,sar_train_0480.png,0,0.0
481,sar_train_0481.png,1,1.49
482,sar_train_0482.png,0,0.0
483,sar_train_0483.png,1,2.22
484,sar_train_0484.png,0,0.0
485,sar_train_0485.png,0,0.0
486,sar_train_0486.png,0,0.0
487,sar_train_0487.png,1,1.55
488,sar_train_0488.png,1,0.8
489,sar_train_0489.png,0,0.0
490,sar_train_0490.png,1,3.91
491,sar_train_0491.png,1,3.67
492,sar_train_0492.png,0,0.0
493,sar_train_0493.png,1,3.32
494,sar_train_0494.png,1,1.37
495,sar_train_0495.png,0,0.0
496,sar_train_0496.png,1,1.21
497,sar_train_0497.png,1,1.03
498,sar_train_0498.png,0,0.0
499,sar_train_0499.png,1,3.26
500,sar_train_0500.png,0,0.0
